ensembl_gene_id,ensembl_transcript_id,refseq,chromosome_name
ENSG00000204642,ENST00000259951,NM_001098479,6
ENSG00000146070,ENST00000274793,NM_005084,6
ENSG00000146070,ENST00000537365,NM_001168357,6
ENSG00000070366,ENST00000536871,NM_001256828,17
ENSG00000233323,ENST00000549232,NM_019105,CHR_HSCHR6_MHC_COX_CTG1
ENSG00000233323,ENST00000549232,NM_001365276,CHR_HSCHR6_MHC_COX_CTG1
ENSG00000267680,ENST00000336976,NM_001321645,19
ENSG00000267680,ENST00000336976,NM_013398,19
ENSG00000196943,ENST00000267425,NM_174913,14
ENSG00000163116,ENST00000295268,NM_174952,4
ENSG00000213366,ENST00000442650,NM_001142368,1
ENSG00000196943,ENST00000396802,NM_001286367,14
ENSG00000011451,ENST00000599686,NM_001330395,19
ENSG00000204642,ENST00000434407,NM_001098478,6
ENSG00000160209,ENST00000291565,NM_003681,21
ENSG00000274102,ENST00000614722,NM_001004719,15
ENSG00000130307,ENST00000252597,NM_001321417,19
ENSG00000130307,ENST00000252597,NM_031941,19
ENSG00000130307,ENST00000431146,NM_001297703,19
ENSG00000142227,ENST00000270221,NM_001425,19
ENSG00000234495,ENST00000437160,NM_006510,CHR_HSCHR6_MHC_APD_CTG1
ENSG00000006831,ENST00000357103,NM_024551,12
ENSG00000204642,ENST00000334668,NM_018950,6
ENSG00000256294,ENST00000262894,NM_001321685,19
ENSG00000256294,ENST00000262894,NM_013362,19
ENSG00000184349,ENST00000333274,NM_001962,5
ENSG00000198885,ENST00000439118,NM_001008949,2
ENSG00000155508,ENST00000523698,NM_001301083,5
ENSG00000214226,ENST00000397861,NM_001085430,17
ENSG00000221874,ENST00000391777,NM_001202473,19
ENSG00000142227,ENST00000597279,NM_001313905,19
ENSG00000198885,ENST00000361124,NM_178495,2
ENSG00000159461,ENST00000290649,NM_001144,16
ENSG00000159461,ENST00000290649,NM_001323512,16
ENSG00000159461,ENST00000290649,NM_001323511,16
ENSG00000269526,ENST00000602168,NM_152473,19
ENSG00000198885,ENST00000536814,NM_001163523,2
ENSG00000198885,ENST00000536814,NM_001324490,2
ENSG00000198885,ENST00000536814,NM_001163524,2
ENSG00000274658,ENST00000620719,NM_001355571,17
ENSG00000124678,ENST00000412155,NM_001366325,6
ENSG00000124678,ENST00000412155,NM_001261819,6
ENSG00000079313,ENST00000170168,NM_020695,19
ENSG00000177374,ENST00000619757,NM_006497,17
ENSG00000157557,ENST00000360214,NM_001256295,21
ENSG00000124678,ENST00000373979,NM_001366328,6
ENSG00000124678,ENST00000373979,NM_001366326,6
ENSG00000124678,ENST00000373979,NM_001366324,6
ENSG00000167302,ENST00000300714,NM_144679,17
ENSG00000204604,ENST00000595646,NM_001008801,19
ENSG00000124678,ENST00000502480,NM_001366332,6
ENSG00000124678,ENST00000502480,NM_001366331,6
ENSG00000177374,ENST00000322941,NM_001098202,17
ENSG00000230885,ENST00000427289,NM_206809,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000204604,ENST00000243639,NM_001277120,19
ENSG00000157557,ENST00000360938,NM_005239,21
ENSG00000230885,ENST00000423895,NM_001363610,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000167302,ENST00000637944,NM_001363764,17
ENSG00000204604,ENST00000391781,NM_001351773,19
ENSG00000204604,ENST00000391781,NM_207333,19
ENSG00000153933,ENST00000284061,NM_003647,17
ENSG00000059377,ENST00000425687,NM_001166254,7
ENSG00000129460,ENST00000408901,NM_001042635,14
ENSG00000029993,ENST00000325307,NM_001301231,X
ENSG00000029993,ENST00000325307,NM_001301229,X
ENSG00000029993,ENST00000325307,NM_005342,X
ENSG00000239382,ENST00000378875,NM_032878,19
ENSG00000239382,ENST00000378875,NM_198867,19
ENSG00000110422,ENST00000525975,NM_001278163,11
ENSG00000163874,ENST00000373087,NM_001323551,1
ENSG00000163874,ENST00000373087,NM_001323550,1
ENSG00000163874,ENST00000373087,NM_025079,1
ENSG00000141429,ENST00000269195,NM_020474,18
ENSG00000249853,ENST00000411826,NM_153612,6
ENSG00000105967,ENST00000265440,NM_012252,7
ENSG00000029993,ENST00000448905,NM_001301228,X
ENSG00000239382,ENST00000252984,NM_001297701,19
ENSG00000129460,ENST00000397154,NM_015514,14
ENSG00000276387,ENST00000621135,NM_014218,CHR_HSCHR19LRC_LRC_T_CTG3_1
ENSG00000105967,ENST00000320239,NM_001018058,7
ENSG00000110422,ENST00000303296,NM_005734,11
ENSG00000230885,ENST00000426782,NM_206814,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000092445,ENST00000559066,NM_001330264,15
ENSG00000101843,ENST00000217958,NM_002814,X
ENSG00000183747,ENST00000417235,NM_001308169,16
ENSG00000110422,ENST00000379016,NM_001048200,11
ENSG00000153404,ENST00000637938,NM_052909,5
ENSG00000230885,ENST00000421125,NM_002433,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000092445,ENST00000263798,NM_006293,15
ENSG00000120519,ENST00000432059,NM_001317816,4
ENSG00000230885,ENST00000440561,NM_206810,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000131620,ENST00000355303,NM_018043,11
ENSG00000101843,ENST00000361815,NM_170750,X
ENSG00000105967,ENST00000457268,NM_001244583,7
ENSG00000184524,ENST00000330106,NM_016564,11
ENSG00000230885,ENST00000457626,NM_206811,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000120519,ENST00000335472,NM_001029998,4
ENSG00000110422,ENST00000456517,NM_001278162,11
ENSG00000180257,ENST00000357666,NM_001031665,19
ENSG00000230885,ENST00000444674,NM_001008228,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000230885,ENST00000444674,NM_001170418,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000120519,ENST00000507030,NM_001300842,4
ENSG00000183747,ENST00000573854,NM_001308954,16
ENSG00000183747,ENST00000573854,NM_001308172,16
ENSG00000180257,ENST00000444460,NM_001202457,19
ENSG00000180257,ENST00000444460,NM_001202456,19
ENSG00000230885,ENST00000458179,NM_001008229,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000120519,ENST00000394059,NM_032128,4
ENSG00000160209,ENST00000467908,NM_001331030,21
ENSG00000120519,ENST00000511374,NM_001317817,4
ENSG00000150281,ENST00000279804,NM_001330,16
ENSG00000120519,ENST00000502607,NM_001317818,4
ENSG00000150281,ENST00000395019,NM_001142544,16
ENSG00000230885,ENST00000551993,NM_206812,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000172260,ENST00000357731,NM_173808,1
ENSG00000198538,ENST00000457749,NM_006969,19
ENSG00000151615,ENST00000281321,NM_004575,4
ENSG00000234745,ENST00000412585,NM_005514,6
ENSG00000204310,ENST00000375107,NM_006411,6
ENSG00000283980,ENST00000640151,NM_001316692,19
ENSG00000059377,ENST00000336425,NM_001130966,7
ENSG00000115457,ENST00000233809,NM_001313992,2
ENSG00000115457,ENST00000233809,NM_001313993,2
ENSG00000115457,ENST00000233809,NM_000597,2
ENSG00000059377,ENST00000448866,NM_001314028,7
ENSG00000059377,ENST00000448866,NM_001061,7
ENSG00000059377,ENST00000448866,NM_001366537,7
ENSG00000225351,ENST00000426120,NM_001350637,CHR_HSCHR6_MHC_APD_CTG1
ENSG00000225351,ENST00000426120,NM_001010877,CHR_HSCHR6_MHC_APD_CTG1
ENSG00000225351,ENST00000426120,NM_001318535,CHR_HSCHR6_MHC_APD_CTG1
ENSG00000225351,ENST00000426120,NM_001318534,CHR_HSCHR6_MHC_APD_CTG1
ENSG00000075568,ENST00000186436,NM_015348,2
ENSG00000213793,ENST00000638862,NM_001310127,19
ENSG00000115457,ENST00000456764,NM_001313990,2
ENSG00000154518,ENST00000284727,NM_001689,2
ENSG00000154518,ENST00000284727,NM_001190329,2
ENSG00000153714,ENST00000319264,NM_203403,9
ENSG00000204310,ENST00000336984,NM_032741,6
ENSG00000101298,ENST00000381873,NM_014723,20
ENSG00000154518,ENST00000392541,NM_001002258,2
ENSG00000101298,ENST00000381867,NM_001318234,20
ENSG00000086967,ENST00000357701,NM_004533,19
ENSG00000128335,ENST00000358502,NM_030882,22
ENSG00000128335,ENST00000249066,NM_145637,22
ENSG00000059377,ENST00000455353,NM_001366538,7
ENSG00000132004,ENST00000393261,NM_032301,19
ENSG00000059377,ENST00000458722,NM_001166253,7
ENSG00000149452,ENST00000336232,NM_001184732,11
ENSG00000149452,ENST00000336232,NM_004254,11
ENSG00000059377,ENST00000411653,NM_030984,7
ENSG00000274089,ENST00000629961,NM_178013,CHR_HSCHR14_7_CTG1
ENSG00000236858,ENST00000453934,NM_001318329,22
ENSG00000149452,ENST00000545207,NM_001184733,11
ENSG00000124508,ENST00000469230,NM_001197238,6
ENSG00000130304,ENST00000252595,NM_198580,19
ENSG00000149452,ENST00000535878,NM_001184736,11
ENSG00000107165,ENST00000388918,NM_000550,9
ENSG00000180440,ENST00000315190,NM_203451,13
ENSG00000124508,ENST00000356709,NM_006995,6
ENSG00000167107,ENST00000300441,NM_025149,17
ENSG00000006715,ENST00000310301,NM_014396,7
ENSG00000110172,ENST00000320585,NM_012124,11
ENSG00000124508,ENST00000352867,NM_181531,6
ENSG00000006715,ENST00000395969,NM_080631,7
ENSG00000166603,ENST00000299766,NM_005912,18
ENSG00000198832,ENST00000400299,NM_080430,22
ENSG00000167107,ENST00000504392,NM_001288972,17
ENSG00000167107,ENST00000504392,NM_001288970,17
ENSG00000167107,ENST00000504392,NM_001288971,17
ENSG00000244588,ENST00000409241,NM_001136566,20
ENSG00000115234,ENST00000233575,NM_001267059,2
ENSG00000115234,ENST00000233575,NM_001267061,2
ENSG00000115234,ENST00000233575,NM_014748,2
ENSG00000167107,ENST00000427954,NM_001288968,17
ENSG00000124508,ENST00000482536,NM_001197239,6
ENSG00000205710,ENST00000381365,NM_001145536,17
ENSG00000005108,ENST00000423059,NM_015204,7
ENSG00000167107,ENST00000502667,NM_001288969,17
ENSG00000223865,ENST00000418931,NM_002121,6
ENSG00000124508,ENST00000432533,NM_001197240,6
ENSG00000110172,ENST00000457199,NM_001144073,11
ENSG00000273533,ENST00000620448,NM_001207071,CHR_HSCHR14_7_CTG1
ENSG00000124508,ENST00000416795,NM_001197237,6
ENSG00000203797,ENST00000368924,NM_001368172,6
ENSG00000203797,ENST00000368924,NM_001368175,6
ENSG00000203797,ENST00000368924,NM_001368174,6
ENSG00000203797,ENST00000368924,NM_003649,6
ENSG00000203797,ENST00000368924,NM_001368170,6
ENSG00000273533,ENST00000617881,NM_138344,CHR_HSCHR14_7_CTG1
ENSG00000273533,ENST00000626058,NM_001207074,CHR_HSCHR14_7_CTG1
ENSG00000273533,ENST00000626058,NM_001207073,CHR_HSCHR14_7_CTG1
ENSG00000155508,ENST00000521450,NM_001301082,5
ENSG00000155508,ENST00000521450,NM_001301075,5
ENSG00000203797,ENST00000368923,NM_001368173,6
ENSG00000203797,ENST00000368923,NM_004032,6
ENSG00000093134,ENST00000417437,NM_001368152,6
ENSG00000093134,ENST00000417437,NM_001368149,6
ENSG00000273533,ENST00000611800,NM_001207072,CHR_HSCHR14_7_CTG1
ENSG00000064393,ENST00000406875,NM_022740,7
ENSG00000093134,ENST00000423615,NM_001291703,6
ENSG00000093134,ENST00000423615,NM_001368151,6
ENSG00000093134,ENST00000423615,NM_001291702,6
ENSG00000155508,ENST00000403027,NM_004779,5
ENSG00000093134,ENST00000427187,NM_001368155,6
ENSG00000093134,ENST00000427187,NM_001368154,6
ENSG00000093134,ENST00000427187,NM_001368150,6
ENSG00000064393,ENST00000428878,NM_001113239,7
ENSG00000130313,ENST00000252603,NM_012088,19
ENSG00000093134,ENST00000275223,NM_001368156,6
ENSG00000162972,ENST00000295079,NM_024520,2
ENSG00000155508,ENST00000524105,NM_001301086,5
ENSG00000175485,ENST00000311352,NM_001005178,11
ENSG00000165246,ENST00000643089,NM_001365584,Y
ENSG00000165246,ENST00000643089,NM_001365588,Y
ENSG00000165246,ENST00000643089,NM_001365586,Y
ENSG00000124678,ENST00000311875,NM_001093728,6
ENSG00000115234,ENST00000537606,NM_001267060,2
ENSG00000136457,ENST00000508540,NM_001267,17
ENSG00000155508,ENST00000285896,NM_001301073,5
ENSG00000231389,ENST00000419277,NM_001242525,6
ENSG00000231389,ENST00000419277,NM_001242524,6
ENSG00000231389,ENST00000419277,NM_033554,6
ENSG00000196591,ENST00000519065,NM_001527,6
ENSG00000198146,ENST00000356321,NM_014106,15
ENSG00000165246,ENST00000382872,NM_001365593,Y
ENSG00000155508,ENST00000520671,NM_001301080,5
ENSG00000124678,ENST00000444780,NM_001261817,6
ENSG00000163795,ENST00000323703,NM_144631,2
ENSG00000155508,ENST00000521583,NM_001301077,5
ENSG00000163795,ENST00000407879,NM_001201459,2
ENSG00000124678,ENST00000373974,NM_001261818,6
ENSG00000165246,ENST00000355905,NM_014893,Y
ENSG00000180878,ENST00000316375,NM_173525,11
ENSG00000155508,ENST00000519404,NM_001301074,5
ENSG00000162971,ENST00000354611,NM_001039693,2
ENSG00000162989,ENST00000295101,NM_001260509,2
ENSG00000162989,ENST00000295101,NM_002239,2
ENSG00000162989,ENST00000544049,NM_001260508,2
ENSG00000255192,ENST00000528386,NM_001355281,15
ENSG00000206208,ENST00000383066,NM_003190,CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000112996,ENST00000507110,NM_016640,5
ENSG00000124678,ENST00000486638,NM_001366330,6
ENSG00000184731,ENST00000327669,NM_001077710,2
ENSG00000275838,ENST00000618237,NM_006737,CHR_HSCHR19LRC_LRC_T_CTG3_1
ENSG00000206208,ENST00000383065,NM_172208,CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000275838,ENST00000611872,NM_001242867,CHR_HSCHR19LRC_LRC_T_CTG3_1
ENSG00000168288,ENST00000303319,NM_015702,2
ENSG00000101981,ENST00000218099,NM_000133,X
ENSG00000105393,ENST00000598188,NM_014173,19
ENSG00000206208,ENST00000551943,NM_172209,CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000112474,ENST00000230236,NM_014234,CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000101981,ENST00000394090,NM_001313913,X
ENSG00000137473,ENST00000513335,NM_001300761,4
ENSG00000105393,ENST00000359435,NM_001033549,19
ENSG00000105393,ENST00000359435,NM_001288756,19
ENSG00000178074,ENST00000319974,NM_153689,2
ENSG00000182963,ENST00000592524,NM_005497,17
ENSG00000133398,ENST00000255764,NM_032286,5
ENSG00000157856,ENST00000288710,NM_145038,2
ENSG00000182963,ENST00000426548,NM_001080383,17
ENSG00000137473,ENST00000504425,NM_001317806,4
ENSG00000225362,ENST00000449977,NM_001102658,15
ENSG00000124678,ENST00000611141,NM_001366323,6
ENSG00000124678,ENST00000611141,NM_001261821,6
ENSG00000124678,ENST00000611141,NM_001261820,6
ENSG00000124678,ENST00000244645,NM_001366329,6
ENSG00000124678,ENST00000244645,NM_001366327,6
ENSG00000124678,ENST00000244645,NM_018679,6
ENSG00000137473,ENST00000325106,NM_031956,4
ENSG00000276709,ENST00000614060,NM_001285447,CHR_HSCHR16_1_CTG1
ENSG00000276709,ENST00000614060,NM_001285448,CHR_HSCHR16_1_CTG1
ENSG00000276709,ENST00000614060,NM_015027,CHR_HSCHR16_1_CTG1
ENSG00000276709,ENST00000614060,NM_001285444,CHR_HSCHR16_1_CTG1
ENSG00000276709,ENST00000614060,NM_001324019,CHR_HSCHR16_1_CTG1
ENSG00000276709,ENST00000614060,NM_001285445,CHR_HSCHR16_1_CTG1
ENSG00000276709,ENST00000614060,NM_001324021,CHR_HSCHR16_1_CTG1
ENSG00000276709,ENST00000614060,NM_001324020,CHR_HSCHR16_1_CTG1
ENSG00000276709,ENST00000614060,NM_001285449,CHR_HSCHR16_1_CTG1
ENSG00000161243,ENST00000292853,NM_178820,19
ENSG00000276709,ENST00000614573,NM_001285450,CHR_HSCHR16_1_CTG1
ENSG00000105393,ENST00000447614,NM_001288757,19
ENSG00000135269,ENST00000358204,NM_015641,7
ENSG00000175356,ENST00000649792,NM_001367977,11
ENSG00000175356,ENST00000309263,NM_001330199,11
ENSG00000141428,ENST00000592875,NM_031446,18
ENSG00000115091,ENST00000263238,NM_005721,2
ENSG00000135269,ENST00000393481,NM_152829,7
ENSG00000175356,ENST00000450649,NM_001170690,11
ENSG00000187720,ENST00000355327,NM_024817,15
ENSG00000175356,ENST00000520467,NM_020974,11
ENSG00000115091,ENST00000535589,NM_001277140,2
ENSG00000146350,ENST00000275159,NM_001367759,6
ENSG00000146350,ENST00000275159,NM_001367760,6
ENSG00000141428,ENST00000610527,NM_001201475,18
ENSG00000141428,ENST00000610527,NM_001201474,18
ENSG00000101546,ENST00000306735,NM_024805,18
ENSG00000141428,ENST00000618334,NM_001201476,18
ENSG00000187720,ENST00000357769,NM_001286429,15
ENSG00000105983,ENST00000353442,NM_022458,7
ENSG00000105983,ENST00000353442,NM_001363412,7
ENSG00000105983,ENST00000353442,NM_001363410,7
ENSG00000101546,ENST00000262197,NM_001171967,18
ENSG00000014824,ENST00000264451,NM_006345,4
ENSG00000215612,ENST00000506970,NM_001306142,4
ENSG00000273136,ENST00000652444,NM_001351372,1
ENSG00000108854,ENST00000262435,NM_022739,17
ENSG00000173805,ENST00000393939,NM_001367462,17
ENSG00000173805,ENST00000393939,NM_001367461,17
ENSG00000173805,ENST00000393939,NM_001079871,17
ENSG00000215612,ENST00000400677,NM_018942,4
ENSG00000146350,ENST00000398212,NM_152730,6
ENSG00000006530,ENST00000649286,NM_018238,7
ENSG00000173805,ENST00000347901,NM_001367459,17
ENSG00000173805,ENST00000347901,NM_177977,17
ENSG00000173805,ENST00000341193,NM_001079870,17
ENSG00000173805,ENST00000310778,NM_001367460,17
ENSG00000177731,ENST00000327031,NM_002018,17
ENSG00000006530,ENST00000650006,NM_001364948,7
ENSG00000105983,ENST00000415428,NM_001350953,7
ENSG00000105983,ENST00000415428,NM_001363409,7
ENSG00000236826,ENST00000455705,NM_021177,CHR_HSCHR6_MHC_COX_CTG1
ENSG00000141503,ENST00000355280,NM_001321236,17
ENSG00000141503,ENST00000355280,NM_153827,17
ENSG00000141503,ENST00000355280,NM_015716,17
ENSG00000242265,ENST00000482108,NM_001040152,7
ENSG00000074696,ENST00000261875,NM_016395,15
ENSG00000134146,ENST00000256538,NM_080650,15
ENSG00000242265,ENST00000488574,NM_001172438,7
ENSG00000242265,ENST00000612748,NM_001172437,7
ENSG00000160117,ENST00000404085,NM_152363,19
ENSG00000134146,ENST00000440392,NM_001141972,15
ENSG00000242265,ENST00000615790,NM_001184962,7
ENSG00000242265,ENST00000612941,NM_001184961,7
ENSG00000242265,ENST00000612941,NM_015068,7
ENSG00000160117,ENST00000594072,NM_001278445,19
ENSG00000258890,ENST00000556440,NM_138363,17
ENSG00000184402,ENST00000331758,NM_198935,20
ENSG00000257093,ENST00000536163,NM_001080392,7
ENSG00000091831,ENST00000206249,NM_001291230,6
ENSG00000091831,ENST00000206249,NM_001122741,6
ENSG00000091831,ENST00000206249,NM_001291241,6
ENSG00000091831,ENST00000206249,NM_000125,6
ENSG00000204525,ENST00000376228,NM_002117,6
ENSG00000184402,ENST00000370848,NM_001301778,20
ENSG00000160117,ENST00000652132,NM_001278443,19
ENSG00000177731,ENST00000545457,NM_001256265,17
ENSG00000178852,ENST00000331493,NM_152347,17
ENSG00000160117,ENST00000598347,NM_001278444,19
ENSG00000091831,ENST00000427531,NM_001328100,6
ENSG00000178852,ENST00000517484,NM_001195192,17
ENSG00000137500,ENST00000529689,NM_021825,11
ENSG00000105971,ENST00000222693,NM_001206748,7
ENSG00000105971,ENST00000222693,NM_001206747,7
ENSG00000105971,ENST00000222693,NM_001233,7
ENSG00000236632,ENST00000425603,NM_005516,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000137500,ENST00000455220,NM_001286116,11
ENSG00000241534,ENST00000433503,NM_001710,CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000105983,ENST00000359422,NM_001350954,7
ENSG00000105983,ENST00000359422,NM_001350958,7
ENSG00000105983,ENST00000359422,NM_001350956,7
ENSG00000105983,ENST00000359422,NM_001350957,7
ENSG00000105983,ENST00000359422,NM_001350955,7
ENSG00000105983,ENST00000359422,NM_001363411,7
ENSG00000105983,ENST00000359422,NM_001363413,7
ENSG00000276739,ENST00000620817,NM_006737,CHR_HSCHR19LRC_LRC_S_CTG3_1
ENSG00000182053,ENST00000332682,NM_001206626,11
ENSG00000105971,ENST00000343213,NM_198212,7
ENSG00000091831,ENST00000440973,NM_001122742,6
ENSG00000276739,ENST00000618273,NM_001242867,CHR_HSCHR19LRC_LRC_S_CTG3_1
ENSG00000091831,ENST00000443427,NM_001122740,6
ENSG00000168813,ENST00000311921,NM_014910,19
ENSG00000274533,ENST00000610558,NM_001281971,CHR_HSCHR19LRC_LRC_S_CTG3_1
ENSG00000274533,ENST00000610558,NM_001281972,CHR_HSCHR19LRC_LRC_S_CTG3_1
ENSG00000104835,ENST00000221431,NM_017827,19
ENSG00000177731,ENST00000579294,NM_001256264,17
ENSG00000110042,ENST00000532982,NM_001300727,11
ENSG00000203734,ENST00000541398,NM_001077706,6
ENSG00000203734,ENST00000367682,NM_001195037,6
ENSG00000258890,ENST00000553412,NM_001316990,17
ENSG00000051009,ENST00000449352,NM_001098794,11
ENSG00000110042,ENST00000227451,NM_015177,11
ENSG00000141503,ENST00000347992,NM_170663,17
ENSG00000215218,ENST00000399816,NM_001145161,5
ENSG00000168813,ENST00000355898,NM_001136156,19
ENSG00000051009,ENST00000265978,NM_032127,11
ENSG00000197629,ENST00000361050,NM_001039396,11
ENSG00000141503,ENST00000453408,NM_001024937,17
ENSG00000104835,ENST00000600042,NM_001145901,19
ENSG00000170807,ENST00000458573,NM_207163,7
ENSG00000213639,ENST00000395366,NM_002709,2
ENSG00000181867,ENST00000321339,NM_177478,5
ENSG00000137500,ENST00000525503,NM_001286120,11
ENSG00000137500,ENST00000525503,NM_001286118,11
ENSG00000137500,ENST00000525503,NM_001286119,11
ENSG00000137500,ENST00000525503,NM_001286117,11
ENSG00000213639,ENST00000358506,NM_206876,2
ENSG00000234852,ENST00000458242,NM_181842,CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000137812,ENST00000346991,NM_170589,15
ENSG00000259207,ENST00000559488,NM_000212,17
ENSG00000108602,ENST00000494157,NM_001330150,17
ENSG00000185245,ENST00000329125,NM_000173,17
ENSG00000108602,ENST00000225740,NM_000691,17
ENSG00000106299,ENST00000223023,NM_003941,7
ENSG00000108602,ENST00000457500,NM_001135168,17
ENSG00000168958,ENST00000304593,NM_001277062,2
ENSG00000168958,ENST00000304593,NM_001277068,2
ENSG00000128626,ENST00000308018,NM_033362,19
ENSG00000137812,ENST00000399668,NM_144508,15
ENSG00000263353,ENST00000577856,NM_001143883,1
ENSG00000128626,ENST00000407800,NM_021107,19
ENSG00000232119,ENST00000371317,NM_014060,X
ENSG00000066044,ENST00000407627,NM_001419,19
ENSG00000128626,ENST00000402029,NM_033363,19
ENSG00000232119,ENST00000371315,NM_001137554,X
ENSG00000171103,ENST00000306108,NM_017910,2
ENSG00000108556,ENST00000649488,NM_000080,17
ENSG00000108602,ENST00000444455,NM_001135167,17
ENSG00000206287,ENST00000383212,NM_002931,CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000100403,ENST00000352645,NM_017590,22
ENSG00000269190,ENST00000292852,NM_024907,19
ENSG00000145743,ENST00000542267,NM_001163315,5
ENSG00000077235,ENST00000561623,NM_001286242,16
ENSG00000104907,ENST00000221504,NM_001351760,19
ENSG00000104907,ENST00000221504,NM_001142554,19
ENSG00000269190,ENST00000595329,NM_148169,19
